郵遞區號,縣市名稱,鄉鎮市區,原始路名,投遞範圍
11561,臺北市,南港區,市民大道８段,雙 498號以下
11552,臺北市,南港區,市民大道８段,雙 500號以上
11562,臺北市,南港區,永吉路,單 531號以上
11562,臺北市,南港區,永吉路,雙 534號以上
11577,臺北市,南港區,玉成街,單  59號以下
11562,臺北市,南港區,玉成街,單  61號至  89號
11567,臺北市,南港區,玉成街,單 125號至 191號
11559,臺北市,南港區,玉成街,單 193號以上
11577,臺北市,南港區,玉成街,雙  34號以下
11562,臺北市,南港區,玉成街,雙  36號至 126號
11575,臺北市,南港區,玉成街,雙 128號至 138號
11567,臺北市,南港區,玉成街,雙 140號以上
11556,臺北市,南港區,同德路,單  87號以下
11556,臺北市,南港區,同德路,雙  98號以下
11569,臺北市,南港區,同德路,　 100號
11551,臺北市,南港區,向陽路,全
11565,臺北市,南港區,合順街,雙  16號以下
11570,臺北市,南港區,成功路１段,全
11559,臺北市,南港區,成福路,單 107號以下
11566,臺北市,南港區,成福路,單 109號至 235號
11555,臺北市,南港區,成福路,單 237號以上
11556,臺北市,南港區,成福路,雙  62號以下
11559,臺北市,南港區,成福路,雙  64號至 180號
11566,臺北市,南港區,成福路,雙 182號至 228號
11555,臺北市,南港區,成福路,雙 230號以上
11562,臺北市,南港區,忠孝東路５段,單 795號以上
11575,臺北市,南港區,忠孝東路５段,雙 962號至1000號
11575,臺北市,南港區,忠孝東路６段,單  99號以下
11557,臺北市,南港區,忠孝東路６段,單 101號以上
11575,臺北市,南港區,忠孝東路６段,雙 110巷以下
11576,臺北市,南港區,忠孝東路６段,雙 112號至 278巷
11558,臺北市,南港區,忠孝東路６段,雙 280號至 358號
11530,臺北市,南港區,忠孝東路６段,　 360號
11558,臺北市,南港區,忠孝東路６段,雙 362號以上
11561,臺北市,南港區,忠孝東路７段,全
11578,臺北市,南港區,昆陽街,單 143號以下
11558,臺北市,南港區,昆陽街,單 145號至 159號
11561,臺北市,南港區,昆陽街,單 161號至 165號
11558,臺北市,南港區,昆陽街,單 167號至 217號
11530,臺北市,南港區,昆陽街,　 219號
11563,臺北市,南港區,昆陽街,雙 132號以下
11561,臺北市,南港區,昆陽街,雙 134巷至 140巷
11558,臺北市,南港區,昆陽街,雙 142巷以上
11553,臺北市,南港區,東明街,單  63號以下
11551,臺北市,南港區,東明街,單  65號以上
11553,臺北市,南港區,東明街,雙全
11568,臺北市,南港區,東南街,全
11575,臺北市,南港區,東新街,單   9號以下
11556,臺北市,南港區,東新街,單  11號至 123號
11530,臺北市,南港區,東新街,　 125號
11569,臺北市,南港區,東新街,單 127號至 191號
11558,臺北市,南港區,東新街,單 193號以上
11577,臺北市,南港區,東新街,雙  12號以下
11575,臺北市,南港區,東新街,雙  14號至  34號
11576,臺北市,南港區,東新街,雙  36號至  64巷
11569,臺北市,南港區,東新街,雙  66號至 190號
11558,臺北市,南港區,東新街,雙 192號以上
11560,臺北市,南港區,松河街,單 699號以上
11577,臺北市,南港區,松河街,雙 290號至 314號
11554,臺北市,南港區,松河街,雙 316號至 410號
11570,臺北市,南港區,松河街,雙 412號至 442號
11573,臺北市,南港區,松河街,雙 444號至 636號
11560,臺北市,南港區,松河街,雙 638號以上
11572,臺北市,南港區,南深路,全
11552,臺北市,南港區,南港路１段,單 185號以下
11568,臺北市,南港區,南港路１段,單 187號以上
11568,臺北市,南港區,南港路１段,雙 254號以下
11579,臺北市,南港區,南港路１段,雙 356號至 364號
11578,臺北市,南港區,南港路２段,單全
11553,臺北市,南港區,南港路２段,雙  60號以下
11579,臺北市,南港區,南港路２段,雙  62號至 108號
11578,臺北市,南港區,南港路２段,雙 110號以上
11563,臺北市,南港區,南港路３段,單 155號以下
11577,臺北市,南港區,南港路３段,單 157號以上
11570,臺北市,南港區,南港路３段,雙  46號以下
11510,臺北市,南港區,南港路３段,雙  48號至  52號
11570,臺北市,南港區,南港路３段,雙  54號至  80號
11554,臺北市,南港區,南港路３段,雙  82號至 268號
11577,臺北市,南港區,南港路３段,雙 270號以上
11571,臺北市,南港區,研究院路１段,全
11564,臺北市,南港區,研究院路２段,單  33號以下
11565,臺北市,南港區,研究院路２段,單  35號至  81號
11572,臺北市,南港區,研究院路２段,單  83號以上
11564,臺北市,南港區,研究院路２段,雙  68號以下
11574,臺北市,南港區,研究院路２段,雙  70巷至 126號
11529,臺北市,南港區,研究院路２段,雙 128號至 130號
11574,臺北市,南港區,研究院路２段,雙 132號至 180號
11581,臺北市,南港區,研究院路２段,　 182巷全
11572,臺北市,南港區,研究院路２段,雙 184號以上
11581,臺北市,南港區,研究院路３段,單全
11574,臺北市,南港區,研究院路３段,雙  48號以下
11581,臺北市,南港區,研究院路３段,雙  50號以上
11581,臺北市,南港區,研究院路４段,全
11573,臺北市,南港區,重陽路,單 345號以下
11560,臺北市,南港區,重陽路,單 347號以上
11573,臺北市,南港區,重陽路,雙 330號以下
11560,臺北市,南港區,重陽路,雙 332號以上
11571,臺北市,南港區,富康街,全
11568,臺北市,南港區,惠民街,全
11568,臺北市,南港區,港東街,全
11560,臺北市,南港區,園區街,　   1號
11503,臺北市,南港區,園區街,　   3號至   3之   2號
11560,臺北市,南港區,園區街,單   3之   3號以上
11560,臺北市,南港區,園區街,雙全
11568,臺北市,南港區,新民街,全
11568,臺北市,南港區,經貿一路,全
11568,臺北市,南港區,經貿二路,全
11568,臺北市,南港區,經園街,全
11565,臺北市,南港區,福山街,單  43號以下
11565,臺北市,南港區,福山街,雙  44巷以下
11565,臺北市,南港區,福山街,　  56巷連  10號以下
11555,臺北市,南港區,福德街,單 309號至 361號
11582,臺北市,南港區,福德街,　 373巷全
11582,臺北市,南港區,福德街,單 375號以上
11555,臺北市,南港區,福德街,　 310巷單   9弄以上
11555,臺北市,南港區,福德街,　 310巷雙全
11555,臺北市,南港區,福德街,雙 312號以上
11579,臺北市,南港區,興中路,全
11568,臺北市,南港區,興東街,全
11560,臺北市,南港區,興南街,單  65號以下
11551,臺北市,南港區,興南街,單  67號以上
11551,臺北市,南港區,興南街,雙全
11553,臺北市,南港區,興華路,全
11572,臺北市,南港區,舊莊街１段,單 143號以下
11580,臺北市,南港區,舊莊街１段,單 145號以上
11572,臺北市,南港區,舊莊街１段,雙 262號以下
11580,臺北市,南港區,舊莊街１段,雙 264號以上
11580,臺北市,南港區,舊莊街２段,全
11659,臺北市,文山區,一壽街,全
11683,臺北市,文山區,三福街,全
11646,臺北市,文山區,下崙路,全
11649,臺北市,文山區,久康街,全
11661,臺北市,文山區,中崙路,全
11677,臺北市,文山區,公館街,全
11642,臺北市,文山區,木柵路１段,單  15號以下
11604,臺北市,文山區,木柵路１段,　  17巷   1號
11642,臺北市,文山區,木柵路１段,　  17巷連   2號以上
11642,臺北市,文山區,木柵路１段,單  19號至  89號
11645,臺北市,文山區,木柵路１段,單  91號至 189號
11643,臺北市,文山區,木柵路１段,　 191巷全
11645,臺北市,文山區,木柵路１段,單 193號至 229號
11643,臺北市,文山區,木柵路１段,　 231巷全
11645,臺北市,文山區,木柵路１段,單 233號以上
11641,臺北市,文山區,木柵路１段,雙  58號以下
11643,臺北市,文山區,木柵路１段,雙  60號至 176號
11645,臺北市,文山區,木柵路１段,雙 180號以上
11645,臺北市,文山區,木柵路２段,單  49號以下
11648,臺北市,文山區,木柵路２段,單  51號至 107號
11647,臺北市,文山區,木柵路２段,單 109巷以上
11645,臺北市,文山區,木柵路２段,雙  90號以下
11648,臺北市,文山區,木柵路２段,雙  92號以上
11648,臺北市,文山區,木柵路３段,連 219號以下
11648,臺北市,文山區,木柵路３段,連 221號以上
11606,臺北市,文山區,木柵路３段,　 220號
11656,臺北市,文山區,木柵路４段,連 148號以下
11655,臺北市,文山區,木柵路４段,　 149巷全
11656,臺北市,文山區,木柵路４段,　 159巷單  17號以下
11656,臺北市,文山區,木柵路４段,　 159巷雙  16號以下
11665,臺北市,文山區,木柵路４段,　 159巷  16弄全
11655,臺北市,文山區,木柵路４段,　 159巷連  18號以上
11656,臺北市,文山區,木柵路４段,單 161號至 165號
11656,臺北市,文山區,木柵路４段,連 150號至 158號
11656,臺北市,文山區,木柵路５段,全
11664,臺北市,文山區,木新路２段,單  43號以下
11657,臺北市,文山區,木新路２段,單  45號至 299號
11664,臺北市,文山區,木新路２段,雙全
11658,臺北市,文山區,木新路３段,單 245號以下
11659,臺北市,文山區,木新路３段,單 247號以上
11664,臺北市,文山區,木新路３段,雙  50號以下
11660,臺北市,文山區,木新路３段,雙  52號至 170號
11662,臺北市,文山區,木新路３段,　 172巷全
11660,臺北市,文山區,木新路３段,雙 174號至 276號
11662,臺北市,文山區,木新路３段,　 278巷全
11660,臺北市,文山區,木新路３段,雙 280號至 308號
11662,臺北市,文山區,木新路３段,　 310巷全
11660,臺北市,文山區,木新路３段,雙 312號以上
11688,臺北市,文山區,仙岩路,全
11650,臺北市,文山區,永安街,全
11677,臺北市,文山區,汀州路４段,單 163號以下
11676,臺北市,文山區,汀州路４段,單 165號以上
11677,臺北市,文山區,汀州路４段,雙  88號以下
11676,臺北市,文山區,汀州路４段,雙  90號以上
11644,臺北市,文山區,光輝路,全
11666,臺北市,文山區,老泉街,全
11665,臺北市,文山區,秀明路１段,單全
11649,臺北市,文山區,秀明路１段,雙全
11652,臺北市,文山區,秀明路２段,全
11671,臺北市,文山區,育英街,全
11670,臺北市,文山區,車前路,全
11693,臺北市,文山區,辛亥路４段,單 189號以下
11694,臺北市,文山區,辛亥路４段,單 191號以上
11693,臺北市,文山區,辛亥路４段,雙 104號以下
11694,臺北市,文山區,辛亥路４段,雙 106號至 200號
11692,臺北市,文山區,辛亥路４段,雙 202號以上
11695,臺北市,文山區,辛亥路５段,全
11643,臺北市,文山區,辛亥路６段,全
11643,臺北市,文山區,辛亥路７段,連  19號以下
11644,臺北市,文山區,辛亥路７段,連  20巷至  65巷
11643,臺北市,文山區,辛亥路７段,連  66號以上
11655,臺北市,文山區,和平東路４段,全
11641,臺北市,文山區,和興路,全
11663,臺北市,文山區,忠順街１段,單全
11662,臺北市,文山區,忠順街１段,雙全
11661,臺北市,文山區,忠順街２段,全
11650,臺北市,文山區,保儀路,全
11664,臺北市,文山區,恆光街,單  19號以下
11658,臺北市,文山區,恆光街,單  21號以上
11664,臺北市,文山區,恆光街,雙  10號以下
11658,臺北市,文山區,恆光街,雙  12號以上
11664,臺北市,文山區,指南路１段,單全
11651,臺北市,文山區,指南路１段,雙全
11651,臺北市,文山區,指南路２段,連  63號以下
11651,臺北市,文山區,指南路２段,連  65號至 224號
11656,臺北市,文山區,指南路２段,　 225巷全
11605,臺北市,文山區,指南路２段,　  64號
11651,臺北市,文山區,指南路２段,連 226號以上
11651,臺北市,文山區,指南路３段,連  32號以下
11666,臺北市,文山區,指南路３段,　  33巷全
11651,臺北市,文山區,指南路３段,單  35號至 105號
11666,臺北市,文山區,指南路３段,單 107號以上
11666,臺北市,文山區,指南路３段,雙  34巷以上
11656,臺北市,文山區,政大一街,全
11656,臺北市,文山區,政大二街,全
11656,臺北市,文山區,政大三街,全
11645,臺北市,文山區,富山路,全
11684,臺北市,文山區,景中街,全
11673,臺北市,文山區,景仁街,全
11670,臺北市,文山區,景文街,單   9號以下
11669,臺北市,文山區,景文街,單  11號以上
11670,臺北市,文山區,景文街,雙  90號以下
11669,臺北市,文山區,景文街,雙  92號以上
11679,臺北市,文山區,景明街,全
11669,臺北市,文山區,景後街,全
11670,臺北市,文山區,景美街,單   7號以下
11669,臺北市,文山區,景美街,單   9號以上
11669,臺北市,文山區,景美街,雙全
11683,臺北市,文山區,景華街,單  65號以下
11685,臺北市,文山區,景華街,單  67號至 145號
11687,臺北市,文山區,景華街,單 147號以上
11684,臺北市,文山區,景華街,雙  64號以下
11686,臺北市,文山區,景華街,雙  66號至 190號
11688,臺北市,文山區,景華街,雙 192號以上
11680,臺北市,文山區,景隆街,單全
11680,臺北市,文山區,景隆街,雙  34號以下
11683,臺北市,文山區,景隆街,雙  36號以上
11674,臺北市,文山區,景福街,單  31號以下
11673,臺北市,文山區,景福街,單  33號至 131號
11672,臺北市,文山區,景福街,　 133巷全
11673,臺北市,文山區,景福街,單 135號以上
11674,臺北市,文山區,景福街,雙  98號以下
11673,臺北市,文山區,景福街,雙 100號以上
11685,臺北市,文山區,景興路,單 101號以下
11686,臺北市,文山區,景興路,單 103號至 137號
11684,臺北市,文山區,景興路,單 139號至 183之   1號
11669,臺北市,文山區,景興路,單 185號以上
11685,臺北市,文山區,景興路,雙  40號以下
11683,臺北市,文山區,景興路,雙  42號至  90號
11684,臺北市,文山區,景興路,雙  92號至 174號
11669,臺北市,文山區,景興路,雙 176號以上
11687,臺北市,文山區,景豐街,全
11664,臺北市,文山區,開元街,全
11664,臺北市,文山區,集英街,全
11652,臺北市,文山區,新光路１段,全
11656,臺北市,文山區,新光路２段,全
11672,臺北市,文山區,溪口街,全
11676,臺北市,文山區,溪洲街,單  71號以下
11675,臺北市,文山區,溪洲街,單  73號以上
11676,臺北市,文山區,溪洲街,雙全
11653,臺北市,文山區,萬安街,全
11654,臺北市,文山區,萬利街,全
11653,臺北市,文山區,萬和街,全
11653,臺北市,文山區,萬芳路,單  99號以下
11696,臺北市,文山區,萬芳路,單 101號以上
11653,臺北市,文山區,萬芳路,雙  66號以下
11665,臺北市,文山區,萬美街１段,單  91號以下
11654,臺北市,文山區,萬美街１段,單 121號至 123號
11665,臺北市,文山區,萬美街１段,雙  36號以上
11693,臺北市,文山區,萬美街２段,單  21巷以上
11654,臺北市,文山區,萬美街２段,　   2巷全
11693,臺北市,文山區,萬美街２段,雙   4號以上
11681,臺北市,文山區,萬盛街,單  69號以下
11682,臺北市,文山區,萬盛街,單  71號以上
11681,臺北市,文山區,萬盛街,雙 128號以下
11682,臺北市,文山區,萬盛街,雙 130號以上
11675,臺北市,文山區,萬隆街,全
11666,臺北市,文山區,萬壽路,全
11654,臺北市,文山區,萬寧街,全
11671,臺北市,文山區,萬慶街,單  35號以下
11671,臺北市,文山區,萬慶街,　  37巷連  23號以下
11672,臺北市,文山區,萬慶街,　  37巷連  24號至  25號
11671,臺北市,文山區,萬慶街,　  37巷連  26號以上
11671,臺北市,文山區,萬慶街,單  39號至  53號
11672,臺北市,文山區,萬慶街,單  55號以上
11671,臺北市,文山區,萬慶街,雙  30號以下
11672,臺北市,文山區,萬慶街,雙  32號以上
11601,臺北市,文山區,試院路,　   1號
11602,臺北市,文山區,試院路,　   1之   1號
11603,臺北市,文山區,試院路,　   1之   2號
11601,臺北市,文山區,試院路,　   1之   3號
11642,臺北市,文山區,試院路,連   5號以上
11642,臺北市,文山區,試院路,連   2號至   3號
11641,臺北市,文山區,試院路,　   4巷全
11692,臺北市,文山區,福興路,單  95號以下
11691,臺北市,文山區,福興路,單  97號以上
11692,臺北市,文山區,福興路,　   2號
11691,臺北市,文山區,福興路,　   4巷全
11692,臺北市,文山區,福興路,雙   6號至  44號
11691,臺北市,文山區,福興路,　  46巷全
11692,臺北市,文山區,福興路,雙  48號至  58號
11691,臺北市,文山區,福興路,雙  60號以上
11659,臺北市,文山區,樟新街,全
11681,臺北市,文山區,興隆路１段,單  43號以下
11682,臺北市,文山區,興隆路１段,單  45號至 213號
11680,臺北市,文山區,興隆路１段,單 215號以上
11681,臺北市,文山區,興隆路１段,雙  68號以下
11679,臺北市,文山區,興隆路１段,雙  70號至 144號
11680,臺北市,文山區,興隆路１段,雙 146號至 258號
11687,臺北市,文山區,興隆路１段,雙 260號以上
11687,臺北市,文山區,興隆路２段,單  95號以下
11689,臺北市,文山區,興隆路２段,單  97號至 203號
11692,臺北市,文山區,興隆路２段,單 205號至 215號
11689,臺北市,文山區,興隆路２段,　 217巷全
11692,臺北市,文山區,興隆路２段,單 219號至 231號
11689,臺北市,文山區,興隆路２段,　 233巷全
11692,臺北市,文山區,興隆路２段,單 235號以上
11687,臺北市,文山區,興隆路２段,雙  76號以下
11688,臺北市,文山區,興隆路２段,雙  78巷至  96巷
11689,臺北市,文山區,興隆路２段,雙  98號至 156號
11690,臺北市,文山區,興隆路２段,雙 158號至 218號
11690,臺北市,文山區,興隆路２段,　 220巷連  64號以下
11688,臺北市,文山區,興隆路２段,　 220巷  65弄全
11690,臺北市,文山區,興隆路２段,　 220巷連  66號以上
11690,臺北市,文山區,興隆路２段,雙 222號以上
11694,臺北市,文山區,興隆路３段,單  89號以下
11696,臺北市,文山區,興隆路３段,單  91號至 205號
11697,臺北市,文山區,興隆路３段,單 207號至 221號
11698,臺北市,文山區,興隆路３段,單 223號以上
11695,臺北市,文山區,興隆路３段,雙 110號以下
11696,臺北市,文山區,興隆路３段,　 112巷全
11698,臺北市,文山區,興隆路３段,雙 114號以上
11649,臺北市,文山區,興隆路４段,單  89號以下
11646,臺北市,文山區,興隆路４段,單  91號至 109巷
11661,臺北市,文山區,興隆路４段,單 111號至 177號
11663,臺北市,文山區,興隆路４段,單 179巷以上
11649,臺北市,文山區,興隆路４段,雙  20號以下
11646,臺北市,文山區,興隆路４段,雙  22號至  50之   3號
11663,臺北市,文山區,興隆路４段,雙  52號至  74號
11660,臺北市,文山區,興隆路４段,雙  76號以上
11687,臺北市,文山區,興順街,全
11694,臺北市,文山區,興德路,全
11677,臺北市,文山區,羅斯福路４段,雙 200號以上
11681,臺北市,文山區,羅斯福路５段,單 209號以下
11679,臺北市,文山區,羅斯福路５段,　 211巷全
11681,臺北市,文山區,羅斯福路５段,單 213號至 267號
11678,臺北市,文山區,羅斯福路５段,　 269巷全
11681,臺北市,文山區,羅斯福路５段,單 271號以上
11677,臺北市,文山區,羅斯福路５段,雙 168號以下
11676,臺北市,文山區,羅斯福路５段,雙 170巷至 190號
11678,臺北市,文山區,羅斯福路５段,雙 192號至 236號
11675,臺北市,文山區,羅斯福路５段,雙 238號以上
11670,臺北市,文山區,羅斯福路６段,單全
11670,臺北市,文山區,羅斯福路６段,雙  88號以下
11674,臺北市,文山區,羅斯福路６段,雙  90號至 140號
11673,臺北市,文山區,羅斯福路６段,　 142巷全
11674,臺北市,文山區,羅斯福路６段,雙 144號以上
20051,基隆市,仁愛區,仁一路,單  91號至 297號
20018,基隆市,仁愛區,仁一路,　 299號
20001,基隆市,仁愛區,仁一路,　 301號
20051,基隆市,仁愛區,仁一路,單 303號以上
20051,基隆市,仁愛區,仁一路,雙  94號以上
20048,基隆市,仁愛區,仁二路,全
20048,基隆市,仁愛區,仁三路,全
20048,基隆市,仁愛區,仁四路,全
20045,基隆市,仁愛區,仁五路,全
20041,基隆市,仁愛區,公園街,全
20043,基隆市,仁愛區,光一路,全
20043,基隆市,仁愛區,光二路,全
20044,基隆市,仁愛區,成功一路,全
20051,基隆市,仁愛區,曲水街,全
20041,基隆市,仁愛區,自來街,全
20041,基隆市,仁愛區,孝一路,全
20042,基隆市,仁愛區,孝二路,全
20042,基隆市,仁愛區,孝三路,全
20042,基隆市,仁愛區,孝四路,全
20049,基隆市,仁愛區,延平街,全
20041,基隆市,仁愛區,忠一路,全
20041,基隆市,仁愛區,忠二路,全
20041,基隆市,仁愛區,忠三路,全
20041,基隆市,仁愛區,忠四路,全
20046,基隆市,仁愛區,南新街,全
20045,基隆市,仁愛區,南榮路,全
20045,基隆市,仁愛區,崇安街,全
20050,基隆市,仁愛區,復興街,全
20041,基隆市,仁愛區,港西街,全
20043,基隆市,仁愛區,華一街,全
20043,基隆市,仁愛區,華二街,全
20043,基隆市,仁愛區,華三街,全
20043,基隆市,仁愛區,華四街,全
20043,基隆市,仁愛區,華五街,全
20043,基隆市,仁愛區,華六街,全
20047,基隆市,仁愛區,愛一路,全
20051,基隆市,仁愛區,愛二路,全
20047,基隆市,仁愛區,愛三路,全
20048,基隆市,仁愛區,愛四路,全
20048,基隆市,仁愛區,愛五路,全
20048,基隆市,仁愛區,愛六路,全
20048,基隆市,仁愛區,愛七路,全
20050,基隆市,仁愛區,愛九路,全
20044,基隆市,仁愛區,獅球路,全
20044,基隆市,仁愛區,精一路,全
20050,基隆市,仁愛區,劉銘傳路,全
20045,基隆市,仁愛區,龍安街,全
20147,基隆市,信義區,中興路,全
20141,基隆市,信義區,仁一路,單  89號以下
20150,基隆市,信義區,六和街,全
20150,基隆市,信義區,月眉路,全
20146,基隆市,信義區,正信路,全
20142,基隆市,信義區,孝東路,全
20143,基隆市,信義區,東光路,全
20141,基隆市,信義區,東明路,全
20145,基隆市,信義區,東信路,連 177號以下
20145,基隆市,信義區,東信路,連 179號以上
20102,基隆市,信義區,東信路,　 178號
20143,基隆市,信義區,東美一街,全
20143,基隆市,信義區,東美二街,全
20143,基隆市,信義區,東峰街,全
20146,基隆市,信義區,花源一街,全
20146,基隆市,信義區,花源一街地下層店鋪,全
20146,基隆市,信義區,花源二街,全
20146,基隆市,信義區,花源三街,全
20146,基隆市,信義區,花源五街,全
20146,基隆市,信義區,花源七街,全
20146,基隆市,信義區,花源九街,全
20145,基隆市,信義區,信一路,連 152號以下
20147,基隆市,信義區,信二路,單 203號以下
20101,基隆市,信義區,信二路,　 205號
20147,基隆市,信義區,信二路,單 207號至 283號
20147,基隆市,信義區,信二路,雙 268號以下
20144,基隆市,信義區,培德路,全
20151,基隆市,信義區,崇法街,全
20142,基隆市,信義區,教孝街,全
20151,基隆市,信義區,教忠街,全
20150,基隆市,信義區,深美街,全
20151,基隆市,信義區,深溪路,全
20142,基隆市,信義區,深澳坑路,全
20148,基隆市,信義區,義三路,雙全
20148,基隆市,信義區,義四路,全
20148,基隆市,信義區,義五路,全
20148,基隆市,信義區,義六路,全
20145,基隆市,信義區,義七路,連  39號以下
20145,基隆市,信義區,義七路,連  41號以上
20103,基隆市,信義區,義七路,　  40號
20147,基隆市,信義區,義九路,全
20146,基隆市,信義區,壽山路,全
20143,基隆市,信義區,福民街,全
20249,基隆市,中正區,八斗街,全
20202,基隆市,中正區,中正路,　   1號
20248,基隆市,中正區,中正路,連   2號以上
20242,基隆市,中正區,中船路,全
20248,基隆市,中正區,北寧路,單全
20224,基隆市,中正區,北寧路,　   2號
20248,基隆市,中正區,北寧路,雙   4號以上
20247,基隆市,中正區,平一路,全
20247,基隆市,中正區,平二路,全
20247,基隆市,中正區,平三路,全
20241,基隆市,中正區,正義路,全
20244,基隆市,中正區,正榮街,全
20246,基隆市,中正區,正濱路,全
20243,基隆市,中正區,正豐街,全
20244,基隆市,中正區,立德路,全
20246,基隆市,中正區,和一路,連 223號以下
20246,基隆市,中正區,和一路,連 225號以上
20203,基隆市,中正區,和一路,　 224號
20247,基隆市,中正區,和二路,全
20247,基隆市,中正區,和平街,全
20245,基隆市,中正區,東海街,全
20245,基隆市,中正區,武昌街,全
20248,基隆市,中正區,花瓶嶼,全
20241,基隆市,中正區,信一路,連 153號以上
20241,基隆市,中正區,信二路,單 285號以上
20241,基隆市,中正區,信二路,雙 270號以上
20241,基隆市,中正區,信三路,全
20241,基隆市,中正區,信四路,全
20241,基隆市,中正區,信五路,全
20241,基隆市,中正區,信六路,全
20241,基隆市,中正區,信七路,全
20248,基隆市,中正區,基隆嶼,全
20243,基隆市,中正區,祥豐街,全
20248,基隆市,中正區,彭佳嶼,全
20248,基隆市,中正區,棉花嶼,全
20251,基隆市,中正區,新豐街,全
20201,基隆市,中正區,義一路,　   1號
20241,基隆市,中正區,義一路,連   2號以上
20250,基隆市,中正區,義二路,全
20241,基隆市,中正區,義三路,單全
20248,基隆市,中正區,漁港一街,全
20249,基隆市,中正區,漁港二街,全
20249,基隆市,中正區,漁港三街,全
20249,基隆市,中正區,調和街,全
20248,基隆市,中正區,環港街,全
20243,基隆市,中正區,豐稔街,全
20249,基隆市,中正區,觀海街,全
20341,基隆市,中山區,中山一路,全
20342,基隆市,中山區,中山二路,全
20343,基隆市,中山區,中山三路,全
20343,基隆市,中山區,中山四路,全
20348,基隆市,中山區,中平街,全
20347,基隆市,中山區,中和路,全
20342,基隆市,中山區,中華路,單 105號以下
20345,基隆市,中山區,中華路,單 107號至 171號
20342,基隆市,中山區,中華路,雙  46巷以下
20343,基隆市,中山區,仁安街,全
20343,基隆市,中山區,太白街,全
20345,基隆市,中山區,文化路,全
20345,基隆市,中山區,文明路,全
20343,基隆市,中山區,仙洞街,全
20343,基隆市,中山區,光華路,全
20350,基隆市,中山區,安一路,單 107號以下
20350,基隆市,中山區,安一路,雙  98號以下
20350,基隆市,中山區,成功二路,全
20349,基隆市,中山區,西定路,全
20345,基隆市,中山區,協和街,全
20342,基隆市,中山區,健民街,全
20344,基隆市,中山區,通仁街,全
20344,基隆市,中山區,通明街,全
20345,基隆市,中山區,復旦路,全
20348,基隆市,中山區,復興路,單 253號以下
20346,基隆市,中山區,復興路,單 255號至 401號
20348,基隆市,中山區,復興路,雙 202號以下
20346,基隆市,中山區,復興路,雙 204號至 334號
20301,基隆市,中山區,復興路,　 336號
20346,基隆市,中山區,復興路,　 338號
20345,基隆市,中山區,湖海路１段,全
20342,基隆市,中山區,華興街,全
20341,基隆市,中山區,新民路,全
20350,基隆市,中山區,新生路,全
20346,基隆市,中山區,德安路,全
20491,基隆市,安樂區,八德路,單  31號以上
20491,基隆市,安樂區,八德路,雙  76號以上
20446,基隆市,安樂區,內寮路,全
20443,基隆市,安樂區,安一路,單 111號以上
20442,基隆市,安樂區,安一路,　 100巷全
20443,基隆市,安樂區,安一路,雙 102號以上
20449,基隆市,安樂區,安和一街,全
20448,基隆市,安樂區,安和二街,全
20441,基隆市,安樂區,安樂路１段,全
20448,基隆市,安樂區,安樂路２段,連 161號以下
20448,基隆市,安樂區,安樂路２段,連 163號以上
20402,基隆市,安樂區,安樂路２段,　 162號
20442,基隆市,安樂區,定國街,全
20446,基隆市,安樂區,武訓街,全
20446,基隆市,安樂區,武崙街,全
20446,基隆市,安樂區,武隆街,全
20446,基隆市,安樂區,武聖街,全
20444,基隆市,安樂區,武嶺街,全
20445,基隆市,安樂區,基金一路,全
20446,基隆市,安樂區,基金二路,全
20446,基隆市,安樂區,基金三路,全
20443,基隆市,安樂區,崇德路,全
20448,基隆市,安樂區,麥金路,連 221號以下
20448,基隆市,安樂區,麥金路,連 223號以上
20401,基隆市,安樂區,麥金路,　 222號
20446,基隆市,安樂區,湖海路２段,全
20441,基隆市,安樂區,新西街,全
20442,基隆市,安樂區,樂一路,全
20448,基隆市,安樂區,樂利二街,全
20447,基隆市,安樂區,樂利三街,全
20541,基隆市,暖暖區,八堵路,全
20547,基隆市,暖暖區,水源路,全
20541,基隆市,暖暖區,尚仁街,全
20546,基隆市,暖暖區,東勢街,全
20546,基隆市,暖暖區,東碇路,全
20546,基隆市,暖暖區,金山街,全
20541,基隆市,暖暖區,金華街,全
20541,基隆市,暖暖區,國安路,全
20542,基隆市,暖暖區,暖中路,全
20544,基隆市,暖暖區,暖暖街,全
20545,基隆市,暖暖區,暖碇路,全
20543,基隆市,暖暖區,源遠路,連  88號以下
20545,基隆市,暖暖區,源遠路,連  89號以上
20542,基隆市,暖暖區,過港路,全
20542,基隆市,暖暖區,寧靜街,全
20542,基隆市,暖暖區,興隆街,全
20543,基隆市,暖暖區,碇內街,全
20641,基隆市,七堵區,八德路,單  29號以下
20641,基隆市,七堵區,八德路,雙  74號以下
20650,基隆市,七堵區,三合街,全
20653,基隆市,七堵區,大同街,全
20653,基隆市,七堵區,大成街,全
20641,基隆市,七堵區,大華一路,單 129號以下
20653,基隆市,七堵區,大華一路,單 131號以上
20641,基隆市,七堵區,大華一路,雙  76號以下
20653,基隆市,七堵區,大華一路,雙  78號以上
20653,基隆市,七堵區,大華二路,全
20653,基隆市,七堵區,大華三路,全
20650,基隆市,七堵區,大德路,全
20647,基隆市,七堵區,工東街,全
20647,基隆市,七堵區,工建北路,全
20647,基隆市,七堵區,工建西路,全
20647,基隆市,七堵區,工建南路,全
20647,基隆市,七堵區,工建路,全
