郵遞區號,縣市名稱,鄉鎮市區,原始路名,投遞範圍
10058,臺北市,中正區,八德路１段,全
10079,臺北市,中正區,三元街,單全
10070,臺北市,中正區,三元街,雙  48號以下
10079,臺北市,中正區,三元街,雙  50號以上
10068,臺北市,中正區,大埔街,單  15號以上
10068,臺北市,中正區,大埔街,雙  36號以上
10051,臺北市,中正區,中山北路１段,單   3號以下
10041,臺北市,中正區,中山北路１段,雙  48號以下
10051,臺北市,中正區,中山南路,單   5號以下
10002,臺北市,中正區,中山南路,　   7號
10051,臺北市,中正區,中山南路,　   9號
10048,臺北市,中正區,中山南路,單  11號以上
10041,臺北市,中正區,中山南路,雙  18號以下
10001,臺北市,中正區,中山南路,　  20號
10043,臺北市,中正區,中華路１段,單  25之   3號以下
10042,臺北市,中正區,中華路１段,單  27號以上
10065,臺北市,中正區,中華路２段,單  79號以下
10066,臺北市,中正區,中華路２段,單  81號至 101號
10068,臺北市,中正區,中華路２段,單 103號至 193號
10069,臺北市,中正區,中華路２段,單 195號至 315號
10067,臺北市,中正區,中華路２段,單 317號至 417號
10072,臺北市,中正區,中華路２段,單 419號以上
10055,臺北市,中正區,丹陽街,全
10051,臺北市,中正區,仁愛路１段,　   1號
10052,臺北市,中正區,仁愛路１段,連   2之   4號以上
10055,臺北市,中正區,仁愛路２段,單  37號以下
10056,臺北市,中正區,仁愛路２段,單  39號至  49號
10062,臺北市,中正區,仁愛路２段,單  51號以上
10060,臺北市,中正區,仁愛路２段,雙  48號以下
10056,臺北市,中正區,仁愛路２段,雙  48之   1號至  64號
10063,臺北市,中正區,仁愛路２段,雙  66號以上
10041,臺北市,中正區,公園路,單  15之   1號以下
10047,臺北市,中正區,公園路,　  15之   2號
10048,臺北市,中正區,公園路,單  15之   3號以上
10041,臺北市,中正區,公園路,雙  32號以下
10047,臺北市,中正區,公園路,雙  34號至  38號
10048,臺北市,中正區,公園路,雙  40號以上
10051,臺北市,中正區,天津街,單  15號以下
10051,臺北市,中正區,天津街,雙  12號以下
10087,臺北市,中正區,水源路,單   9號以下
10086,臺北市,中正區,水源路,單  11號至  49號
10081,臺北市,中正區,水源路,單  51號至  69號
10082,臺北市,中正區,水源路,單  71號至  85號
10083,臺北市,中正區,水源路,單  87號至 153號
10071,臺北市,中正區,水源路,單 155號至 179號
10086,臺北市,中正區,水源路,　   2號
10087,臺北市,中正區,水源路,雙   4號至  50號
10086,臺北市,中正區,水源路,雙  52號至 120號
10081,臺北市,中正區,水源路,雙 122號至 140號
10083,臺北市,中正區,水源路,雙 142號至 156號
10087,臺北市,中正區,水源路臨,　   2號
10041,臺北市,中正區,北平西路,全
10051,臺北市,中正區,北平東路,單  11號以下
10049,臺北市,中正區,北平東路,單  13號以上
10051,臺北市,中正區,北平東路,雙   8號以下
10049,臺北市,中正區,北平東路,雙  10號以上
10041,臺北市,中正區,市民大道１段,　 100號
10051,臺北市,中正區,市民大道２段,雙全
10058,臺北市,中正區,市民大道３段,雙  84號以下
10086,臺北市,中正區,永春街,單 129號以下
10087,臺北市,中正區,永春街,單 131號以上
10086,臺北市,中正區,永春街,雙 154號以下
10087,臺北市,中正區,永春街,雙 156號以上
10043,臺北市,中正區,永綏街,全
10068,臺北市,中正區,汀州路１段,單  11號至  47號
10069,臺北市,中正區,汀州路１段,單  49號至 123號
10079,臺北市,中正區,汀州路１段,單 125號至 165號
10073,臺北市,中正區,汀州路１段,單 167號至 215號
10071,臺北市,中正區,汀州路１段,單 217號以上
10068,臺北市,中正區,汀州路１段,雙  20號至  80號
10070,臺北市,中正區,汀州路１段,雙  82號至  90號
10067,臺北市,中正區,汀州路１段,　  92巷全
10070,臺北市,中正區,汀州路１段,雙  94號至 138號
10067,臺北市,中正區,汀州路１段,　 140巷全
10070,臺北市,中正區,汀州路１段,雙 142號至 158號
10073,臺北市,中正區,汀州路１段,雙 160號至 304號
10071,臺北市,中正區,汀州路１段,雙 306號以上
10077,臺北市,中正區,汀州路２段,單  81號以下
10078,臺北市,中正區,汀州路２段,單  83號至 141號
10085,臺北市,中正區,汀州路２段,單 143號至 267號
10088,臺北市,中正區,汀州路２段,單 269號以上
10077,臺北市,中正區,汀州路２段,雙  14號以下
10083,臺北市,中正區,汀州路２段,雙  16號至  34號
10080,臺北市,中正區,汀州路２段,雙  36號至 160號
10081,臺北市,中正區,汀州路２段,雙 162號至 216號
10088,臺北市,中正區,汀州路２段,雙 218號以上
10086,臺北市,中正區,汀州路３段,單  55號以下
10090,臺北市,中正區,汀州路３段,單  57號至 209號
10091,臺北市,中正區,汀州路３段,單 211號以上
10087,臺北市,中正區,汀州路３段,雙  36號以下
10086,臺北市,中正區,汀州路３段,雙  38號至  40號
10087,臺北市,中正區,汀州路３段,雙  42號至  74號
10091,臺北市,中正區,汀州路３段,雙  76號以上
10084,臺北市,中正區,同安街,單  27號以下
10085,臺北市,中正區,同安街,單  29號至  57號
10081,臺北市,中正區,同安街,單  59號至  99之  11號
10082,臺北市,中正區,同安街,單 101號以上
10084,臺北市,中正區,同安街,雙   4號以下
10085,臺北市,中正區,同安街,雙   6號至  26號
10082,臺北市,中正區,同安街,　  28巷全
10085,臺北市,中正區,同安街,雙  30號至  42號
10082,臺北市,中正區,同安街,雙  44號以上
10071,臺北市,中正區,自強市場第一棟,全
10071,臺北市,中正區,自強市場第二棟,全
10083,臺北市,中正區,自強市場第三棟,連  78號以下
10067,臺北市,中正區,西藏路,單  59號以下
10069,臺北市,中正區,西藏路,單  61號至  95號
10068,臺北市,中正區,西藏路,雙 140號以下
10045,臺北市,中正區,沅陵街,全
10042,臺北市,中正區,秀山街,全
10089,臺北市,中正區,辛亥路１段,單  47號以下
10089,臺北市,中正區,辛亥路１段,雙  26號以下
10042,臺北市,中正區,酉陽街,全
10084,臺北市,中正區,和平西路１段,單  19號以下
10078,臺北市,中正區,和平西路１段,單  21號至 139號
10077,臺北市,中正區,和平西路１段,單 141號以上
10084,臺北市,中正區,和平西路１段,雙  16號以下
10078,臺北市,中正區,和平西路１段,雙  18號至  78號
10080,臺北市,中正區,和平西路１段,雙  80號至  98號
10077,臺北市,中正區,和平西路１段,雙 100號至 146號
10079,臺北市,中正區,和平西路１段,雙 148號以上
10070,臺北市,中正區,和平西路２段,單  59號以下
10066,臺北市,中正區,和平西路２段,單  61號至 145號
10070,臺北市,中正區,和平西路２段,雙 102號以下
10068,臺北市,中正區,和平西路２段,　 104巷雙全
10068,臺北市,中正區,和平西路２段,雙 106號至 166號
10043,臺北市,中正區,延平南路,單  75號以下
10044,臺北市,中正區,延平南路,　  77號
10043,臺北市,中正區,延平南路,單  79號至 111號
10042,臺北市,中正區,延平南路,單 113號至 141號
10066,臺北市,中正區,延平南路,單 143號至 147號
10065,臺北市,中正區,延平南路,單 149號以上
10043,臺北市,中正區,延平南路,雙  38號以下
10042,臺北市,中正區,延平南路,雙  40號至 182號
10066,臺北市,中正區,延平南路,雙 184號至 200號
10065,臺北市,中正區,延平南路,雙 202號以上
10041,臺北市,中正區,忠孝西路１段,單 265號以下
10041,臺北市,中正區,忠孝西路１段,雙  64號以下
10018,臺北市,中正區,忠孝西路１段,　  66號
10041,臺北市,中正區,忠孝西路１段,雙  68號至  84號
10044,臺北市,中正區,忠孝西路１段,雙  86號至 112號
10012,臺北市,中正區,忠孝西路１段,　 114號
10044,臺北市,中正區,忠孝西路１段,雙 116號至 120號
10043,臺北市,中正區,忠孝西路１段,雙 122號至 126號
10058,臺北市,中正區,忠孝東路１段,單   7號以下
10049,臺北市,中正區,忠孝東路１段,單   9號以上
10051,臺北市,中正區,忠孝東路１段,雙  10號以下
10049,臺北市,中正區,忠孝東路１段,雙  12號至  70號
10050,臺北市,中正區,忠孝東路１段,雙  72號以上
10058,臺北市,中正區,忠孝東路２段,單全
10050,臺北市,中正區,忠孝東路２段,雙  62號以下
10053,臺北市,中正區,忠孝東路２段,　  64巷全
10050,臺北市,中正區,忠孝東路２段,雙  66號至  92號
10053,臺北市,中正區,忠孝東路２段,雙  94號以上
10058,臺北市,中正區,杭州北路,　   1號
10049,臺北市,中正區,杭州北路,連   2號以上
10050,臺北市,中正區,杭州南路１段,單  15之   1號以下
10053,臺北市,中正區,杭州南路１段,單  17號至  25號
10054,臺北市,中正區,杭州南路１段,單  27號至  67號
10055,臺北市,中正區,杭州南路１段,單  69號至  99號
10060,臺北市,中正區,杭州南路１段,單 101號至 129號
10057,臺北市,中正區,杭州南路１段,單 131號以上
10050,臺北市,中正區,杭州南路１段,雙  12號以下
10060,臺北市,中正區,杭州南路１段,　  14號含附號
10060,臺北市,中正區,杭州南路１段,　  14巷全
10052,臺北市,中正區,杭州南路１段,雙  16號至  26號
10048,臺北市,中正區,杭州南路１段,　  28號
10057,臺北市,中正區,杭州南路２段,雙  10號以下
10092,臺北市,中正區,杭州南路２段,雙  12號至  40號
10093,臺北市,中正區,杭州南路２段,雙  42號以上
10049,臺北市,中正區,林森北路,單  33號以下
10049,臺北市,中正區,林森北路,雙  32號以下
10050,臺北市,中正區,林森南路,單  35號以下
10052,臺北市,中正區,林森南路,單  37號至 111號
10092,臺北市,中正區,林森南路,單 115號以上
10050,臺北市,中正區,林森南路,雙  12號以下
10052,臺北市,中正區,林森南路,雙  18號至 104號
10092,臺北市,中正區,林森南路,雙 106號以上
10046,臺北市,中正區,武昌街１段,單   1之   9號以下
10044,臺北市,中正區,武昌街１段,單   3號至  65號
10042,臺北市,中正區,武昌街１段,單  67號以上
10046,臺北市,中正區,武昌街１段,雙  18號以下
10044,臺北市,中正區,武昌街１段,雙  20號至  64號
10058,臺北市,中正區,金山北路,全
10053,臺北市,中正區,金山南路１段,單  15號以下
10056,臺北市,中正區,金山南路１段,單  17號以上
10053,臺北市,中正區,金山南路１段,雙  56號以下
10054,臺北市,中正區,金山南路１段,雙  58號至  70號
10060,臺北市,中正區,金山南路１段,雙  72號至  94號
10057,臺北市,中正區,金山南路１段,雙  96號以上
10088,臺北市,中正區,金門街,單  39號以下
10088,臺北市,中正區,金門街,　   2號
10085,臺北市,中正區,金門街,雙   4號至  10之   2號
10081,臺北市,中正區,金門街,雙  12號以上
10092,臺北市,中正區,金華街,單  29號以下
10093,臺北市,中正區,金華街,單  31號至 109號
10092,臺北市,中正區,金華街,雙  16號以下
10093,臺北市,中正區,金華街,雙  18號至  34之   1號
10048,臺北市,中正區,長沙街１段,單  27號以下
10048,臺北市,中正區,長沙街１段,雙  18號以下
10042,臺北市,中正區,長沙街１段,雙  20號以上
10041,臺北市,中正區,青島西路,全
10051,臺北市,中正區,青島東路,單   9號以下
10050,臺北市,中正區,青島東路,單  11號至  31號
10053,臺北市,中正區,青島東路,單  33號以上
10053,臺北市,中正區,青島東路,雙全
10047,臺北市,中正區,信陽街,全
10048,臺北市,中正區,信義路１段,全
10057,臺北市,中正區,信義路２段,單  99號以下
10064,臺北市,中正區,信義路２段,單 101號至 205號
10061,臺北市,中正區,信義路２段,單 207號以上
10074,臺北市,中正區,南昌路１段,單 123號以下
10078,臺北市,中正區,南昌路１段,單 125號以上
10066,臺北市,中正區,南昌路１段,雙  10號以下
10075,臺北市,中正區,南昌路１段,雙  12號以上
10084,臺北市,中正區,南昌路２段,全
10066,臺北市,中正區,南海路,單  35號以下
10014,臺北市,中正區,南海路,　  37號
10066,臺北市,中正區,南海路,單  39號至  69號
10070,臺北市,中正區,南海路,　  71巷全
10067,臺北市,中正區,南海路,單  73號以上
10074,臺北市,中正區,南海路,雙  24號以下
10075,臺北市,中正區,南海路,雙  26號至  50之   1號
10066,臺北市,中正區,南海路,雙  52號至  60號
10067,臺北市,中正區,南海路,雙  62號至  66號
10079,臺北市,中正區,南海路,　  68巷全
10067,臺北市,中正區,南海路,雙  70號以上
10047,臺北市,中正區,南陽街,全
10087,臺北市,中正區,思源街,全
10076,臺北市,中正區,泉州街,單  57號以下
10070,臺北市,中正區,泉州街,單  59號至  75號
10079,臺北市,中正區,泉州街,單  77號至 115號
10071,臺北市,中正區,泉州街,單 117號以上
10076,臺北市,中正區,泉州街,雙   8號以下
10070,臺北市,中正區,泉州街,雙  10號至  10之   2號
10079,臺北市,中正區,泉州街,雙  12號至  26號
10072,臺北市,中正區,泉州街,雙  28號以上
10075,臺北市,中正區,牯嶺街,單  41之   3號以下
10076,臺北市,中正區,牯嶺街,單  43號至  71號
10078,臺北市,中正區,牯嶺街,單  73號至  93號
10085,臺北市,中正區,牯嶺街,　  95巷全
10078,臺北市,中正區,牯嶺街,單  97號至 117號
10080,臺北市,中正區,牯嶺街,單 119號至 135號
10082,臺北市,中正區,牯嶺街,單 137號以上
10075,臺北市,中正區,牯嶺街,雙  34之   3號以下
10076,臺北市,中正區,牯嶺街,雙  36號至  58號
10078,臺北市,中正區,牯嶺街,雙  60號至 100號
10080,臺北市,中正區,牯嶺街,雙 102號至 126號
10083,臺北市,中正區,牯嶺街,雙 128號以上
10046,臺北市,中正區,重慶南路１段,單  37號以下
10045,臺北市,中正區,重慶南路１段,單  39號至  81號
10008,臺北市,中正區,重慶南路１段,　  83號
10045,臺北市,中正區,重慶南路１段,單  85號至 165號
10044,臺北市,中正區,重慶南路１段,雙  28號以下
10005,臺北市,中正區,重慶南路１段,　  30號
10044,臺北市,中正區,重慶南路１段,雙  32號至  36號
10006,臺北市,中正區,重慶南路１段,　  38號
10044,臺北市,中正區,重慶南路１段,雙  40號至  56號
10045,臺北市,中正區,重慶南路１段,雙  58號至 118號
10007,臺北市,中正區,重慶南路１段,　 120號
10048,臺北市,中正區,重慶南路１段,雙 122號以上
10066,臺北市,中正區,重慶南路２段,單  31號以下
10075,臺北市,中正區,重慶南路２段,單  33號以上
10066,臺北市,中正區,重慶南路２段,雙  60號以下
10076,臺北市,中正區,重慶南路２段,雙  62號以上
10076,臺北市,中正區,重慶南路３段,單  55號以下
10077,臺北市,中正區,重慶南路３段,單  57號至  79號
10083,臺北市,中正區,重慶南路３段,單  81號以上
10076,臺北市,中正區,重慶南路３段,雙  36號以下
10077,臺北市,中正區,重慶南路３段,雙  38號至  90號
10071,臺北市,中正區,重慶南路３段,雙  92號至 132號
10083,臺北市,中正區,重慶南路３段,雙 134號以上
10089,臺北市,中正區,師大路,單 157號以上
10089,臺北市,中正區,師大路,雙 130號至 166號
10088,臺北市,中正區,師大路,雙 168號以上
10055,臺北市,中正區,徐州路,連   4號以下
10055,臺北市,中正區,徐州路,　   5號
10017,臺北市,中正區,徐州路,　   5號 5至 9樓
10055,臺北市,中正區,徐州路,　   5號10樓以上
10055,臺北市,中正區,徐州路,連  19號以上
10055,臺北市,中正區,徐州路,連   6號至  17號
10052,臺北市,中正區,徐州路,　  18巷全
10085,臺北市,中正區,晉江街,單 115之   1號以下
10088,臺北市,中正區,晉江街,單 117號以上
10085,臺北市,中正區,晉江街,雙 100號以下
10088,臺北市,中正區,晉江街,雙 102號以上
10043,臺北市,中正區,桃源街,連  20號以下
10048,臺北市,中正區,桃源街,連  21號以上
10054,臺北市,中正區,泰安街,全
10048,臺北市,中正區,常德街,全
10049,臺北市,中正區,紹興北街,全
10050,臺北市,中正區,紹興南街,單   5號以下
10052,臺北市,中正區,紹興南街,單   7號以上
10050,臺北市,中正區,紹興南街,雙   4號以下
10052,臺北市,中正區,紹興南街,雙   6號以上
10068,臺北市,中正區,莒光路,單 111號以下
10068,臺北市,中正區,莒光路,雙 106號以下
10047,臺北市,中正區,許昌街,全
10063,臺北市,中正區,連雲街,單  27號以下
10061,臺北市,中正區,連雲街,單  29號至  69號
10063,臺北市,中正區,連雲街,雙  36號以下
10061,臺北市,中正區,連雲街,雙  38號至  68號
10064,臺北市,中正區,連雲街,連  70號以上
10048,臺北市,中正區,凱達格蘭大道,全
10044,臺北市,中正區,博愛路,單  65號以下
10045,臺北市,中正區,博愛路,單  67號至 119號
10048,臺北市,中正區,博愛路,單 121號至 133號
10066,臺北市,中正區,博愛路,單 135號以上
10043,臺北市,中正區,博愛路,雙 162號以下
10048,臺北市,中正區,博愛路,雙 164號至 172號
10066,臺北市,中正區,博愛路,雙 174號以上
10067,臺北市,中正區,惠安街,全
10066,臺北市,中正區,湖口街,全
10083,臺北市,中正區,詔安街,單   3號以下
10071,臺北市,中正區,詔安街,單   5號至  13號
10077,臺北市,中正區,詔安街,單  15巷至  17號
10071,臺北市,中正區,詔安街,單  19號至  33號
10072,臺北市,中正區,詔安街,單  35號至 125號
10073,臺北市,中正區,詔安街,單 127號以上
10083,臺北市,中正區,詔安街,雙  14號以下
10071,臺北市,中正區,詔安街,雙  18號至  68號
10072,臺北市,中正區,詔安街,雙  70號至 202號
10073,臺北市,中正區,詔安街,雙 204號以上
10048,臺北市,中正區,貴陽街１段,單 241號以下
10042,臺北市,中正區,貴陽街１段,單 243號至 243之   1號
10048,臺北市,中正區,貴陽街１段,雙 118號以下
10042,臺北市,中正區,貴陽街１段,雙 120號至 124號
10047,臺北市,中正區,開封街１段,單  31號以下
10044,臺北市,中正區,開封街１段,單  33號至  83號
10047,臺北市,中正區,開封街１段,雙  12號以下
10046,臺北市,中正區,開封街１段,　  14巷全
10047,臺北市,中正區,開封街１段,雙  16號至  26號
10044,臺北市,中正區,開封街１段,雙  28號至  82號
10042,臺北市,中正區,開封街１段,連  84號以上
10078,臺北市,中正區,廈門街,單  15號以下
10080,臺北市,中正區,廈門街,單  17號至  23號
10078,臺北市,中正區,廈門街,　  25巷全
10080,臺北市,中正區,廈門街,單  27號至 109號
10082,臺北市,中正區,廈門街,單 111號至 123號
10083,臺北市,中正區,廈門街,單 125號以上
10078,臺北市,中正區,廈門街,雙   8號以下
10077,臺北市,中正區,廈門街,雙  10號至  48號
10083,臺北市,中正區,廈門街,雙  50號以上
10048,臺北市,中正區,愛國西路,單   3號以下
10042,臺北市,中正區,愛國西路,單   5號以上
10066,臺北市,中正區,愛國西路,雙全
10092,臺北市,中正區,愛國東路,雙 158號以下
10058,臺北市,中正區,新生北路１段,雙  34號以下
10058,臺北市,中正區,新生南路１段,雙  44號以下
10059,臺北市,中正區,新生南路１段,雙  46號至  98號
10062,臺北市,中正區,新生南路１段,雙 100號至 122號
10061,臺北市,中正區,新生南路１段,雙 124號以上
10074,臺北市,中正區,寧波西街,連  55號以下
10075,臺北市,中正區,寧波西街,單  57號至  95號
10076,臺北市,中正區,寧波西街,單  97號至 109號
10070,臺北市,中正區,寧波西街,單 111號至 145號
10079,臺北市,中正區,寧波西街,單 147號至 149號
10073,臺北市,中正區,寧波西街,單 151號至 207號
10072,臺北市,中正區,寧波西街,單 209號以上
10075,臺北市,中正區,寧波西街,雙  56號至  76之   1號
10076,臺北市,中正區,寧波西街,雙  78號至 156號
10070,臺北市,中正區,寧波西街,雙 158號至 198號
10073,臺北市,中正區,寧波西街,雙 200號以上
10093,臺北市,中正區,寧波東街,　   1號至   1之   2號
10092,臺北市,中正區,寧波東街,單   3號以上
10093,臺北市,中正區,寧波東街,雙   4號以下
10092,臺北市,中正區,寧波東街,雙   6號以上
10046,臺北市,中正區,漢口街１段,單  37號以下
10044,臺北市,中正區,漢口街１段,單  39號至 107號
10046,臺北市,中正區,漢口街１段,雙  56號以下
10044,臺北市,中正區,漢口街１段,雙  58號至 116號
10042,臺北市,中正區,漢口街１段,雙 118號以上
10078,臺北市,中正區,福州街,單  13號以下
10015,臺北市,中正區,福州街,　  15號
10078,臺北市,中正區,福州街,單  17號至  35號
10077,臺北市,中正區,福州街,單  37號至  63號
10078,臺北市,中正區,福州街,雙  40號以下
10077,臺北市,中正區,福州街,雙  42號至  62號
10054,臺北市,中正區,銅山街,單  31號以下
10056,臺北市,中正區,銅山街,單  33巷以上
10054,臺北市,中正區,銅山街,雙  28號以下
10056,臺北市,中正區,銅山街,雙  30號以上
10053,臺北市,中正區,齊東街,全
10066,臺北市,中正區,廣州街,單  17號以下
10065,臺北市,中正區,廣州街,　   2號
10066,臺北市,中正區,廣州街,　   4巷全
10065,臺北市,中正區,廣州街,雙   6號至  18號
10093,臺北市,中正區,潮州街,單   9號以下
10093,臺北市,中正區,潮州街,雙  20之   1號以下
10046,臺北市,中正區,衡陽路,單  17號以下
10045,臺北市,中正區,衡陽路,單  19號至  71號
10043,臺北市,中正區,衡陽路,單  73號至  89號
10009,臺北市,中正區,衡陽路,　  91號
10043,臺北市,中正區,衡陽路,單  93號以上
10045,臺北市,中正區,衡陽路,雙  68號以下
10043,臺北市,中正區,衡陽路,雙  70號至 118號
10042,臺北市,中正區,衡陽路,雙 120號以上
10047,臺北市,中正區,館前路,全
10051,臺北市,中正區,濟南路１段,全
10054,臺北市,中正區,濟南路２段,單  31號以下
10059,臺北市,中正區,濟南路２段,單  33號以上
10054,臺北市,中正區,濟南路２段,雙  28號以下
10056,臺北市,中正區,濟南路２段,雙  30號至  46號
10062,臺北市,中正區,濟南路２段,雙  48號以上
10058,臺北市,中正區,臨沂街,連   5號以下
10059,臺北市,中正區,臨沂街,單   7號至  27號
10062,臺北市,中正區,臨沂街,單  29號至  53號
10063,臺北市,中正區,臨沂街,單  55號至  61號
10064,臺北市,中正區,臨沂街,單  63巷以上
10053,臺北市,中正區,臨沂街,雙   6號至  22號
10056,臺北市,中正區,臨沂街,雙  24號以上
10046,臺北市,中正區,襄陽路,全
10051,臺北市,中正區,鎮江街,全
10047,臺北市,中正區,懷寧街,單  25號以下
10046,臺北市,中正區,懷寧街,單  27號以上
10047,臺北市,中正區,懷寧街,雙  18號以下
10046,臺北市,中正區,懷寧街,雙  20號以上
10092,臺北市,中正區,羅斯福路１段,單  29號以下
10093,臺北市,中正區,羅斯福路１段,單  31號以上
10066,臺北市,中正區,羅斯福路１段,　   2號
10013,臺北市,中正區,羅斯福路１段,　   4號
10066,臺北市,中正區,羅斯福路１段,　   6號
10074,臺北市,中正區,羅斯福路１段,雙   8號以上
10093,臺北市,中正區,羅斯福路２段,單  13號以下
10093,臺北市,中正區,羅斯福路２段,雙  16號以下
10084,臺北市,中正區,羅斯福路２段,雙  18號以上
10088,臺北市,中正區,羅斯福路３段,雙 110號以下
10089,臺北市,中正區,羅斯福路３段,雙 112號至 240號
10016,臺北市,中正區,羅斯福路３段,　 242號
10089,臺北市,中正區,羅斯福路３段,　 244巷單全
10090,臺北市,中正區,羅斯福路３段,　 244巷雙  10號以下
10089,臺北市,中正區,羅斯福路３段,　 244巷雙  12號以上
10090,臺北市,中正區,羅斯福路３段,雙 246號以上
10090,臺北市,中正區,羅斯福路４段,雙  22號以下
10090,臺北市,中正區,羅斯福路４段,　  24巷連  15號以下
10087,臺北市,中正區,羅斯福路４段,　  24巷連  16號以上
10090,臺北市,中正區,羅斯福路４段,雙  26號至  62號
10091,臺北市,中正區,羅斯福路４段,雙  64號至 198號
10045,臺北市,中正區,寶慶路,　   1號
10020,臺北市,中正區,寶慶路,　   3號
10045,臺北市,中正區,寶慶路,單   5號至  21號
10043,臺北市,中正區,寶慶路,單  23號至  57號
10042,臺北市,中正區,寶慶路,單  59號以上
10043,臺北市,中正區,寶慶路,雙  28號以下
10042,臺北市,中正區,寶慶路,雙  30號以上
10361,臺北市,大同區,大龍街,單  77號以下
10364,臺北市,大同區,大龍街,　  79巷全
10364,臺北市,大同區,大龍街,單  85巷至  87巷
10366,臺北市,大同區,大龍街,單  89號至 171號
10369,臺北市,大同區,大龍街,單 173號以上
10362,臺北市,大同區,大龍街,雙  82號以下
10363,臺北市,大同區,大龍街,雙  84號至 132號
10366,臺北市,大同區,大龍街,雙 134號至 170號
10369,臺北市,大同區,大龍街,雙 172號以上
10353,臺北市,大同區,五原路,全
10350,臺北市,大同區,天水路,全
10349,臺北市,大同區,太原路,單  59號以下
10356,臺北市,大同區,太原路,單  61號至 145號
10353,臺北市,大同區,太原路,單 147號至 159號
10356,臺北市,大同區,太原路,單 161號以上
10349,臺北市,大同區,太原路,雙  54之   1號以下
10356,臺北市,大同區,太原路,雙  56號至 118號
10350,臺北市,大同區,太原路,雙 120號至 140號
10357,臺北市,大同區,太原路,雙 142號以上
10341,臺北市,大同區,市民大道１段,單  45號以下
10349,臺北市,大同區,市民大道１段,單  47號至 133號
10351,臺北市,大同區,市民大道１段,單 135號以上
10341,臺北市,大同區,市民大道１段,雙  26號以下
10349,臺北市,大同區,市民大道１段,雙  28號至  98號
10349,臺北市,大同區,市民大道１段,雙 102號以上
10353,臺北市,大同區,平陽街,單全
10357,臺北市,大同區,平陽街,雙全
10354,臺北市,大同區,民生西路,單  47號至 139號
10360,臺北市,大同區,民生西路,單 141號至 231號
10358,臺北市,大同區,民生西路,單 233號至 279號
10345,臺北市,大同區,民生西路,單 281號至 333號
10344,臺北市,大同區,民生西路,單 335號至 385號
10342,臺北市,大同區,民生西路,單 387號至 421號
10347,臺北市,大同區,民生西路,　 423巷全
10342,臺北市,大同區,民生西路,單 425號以上
10354,臺北市,大同區,民生西路,雙  70號至 158號
10356,臺北市,大同區,民生西路,雙 160號至 258號
10345,臺北市,大同區,民生西路,雙 260號至 320號
10344,臺北市,大同區,民生西路,雙 322號至 384號
10342,臺北市,大同區,民生西路,雙 386號以上
10365,臺北市,大同區,民族西路,　  31巷全
10365,臺北市,大同區,民族西路,單  33號至  71號
10365,臺北市,大同區,民族西路,　  73號
10369,臺北市,大同區,民族西路,　  75巷全
10365,臺北市,大同區,民族西路,單  77號至  97之   3號
10369,臺北市,大同區,民族西路,單  99巷至 213號
10374,臺北市,大同區,民族西路,單 215號至 301號
10376,臺北市,大同區,民族西路,單 303號以上
10364,臺北市,大同區,民族西路,雙  32號至  62號
10365,臺北市,大同區,民族西路,雙  64號至 122號
10364,臺北市,大同區,民族西路,雙 124號至 212號
10375,臺北市,大同區,民族西路,雙 214號至 296號
10376,臺北市,大同區,民族西路,雙 298號以上
10344,臺北市,大同區,民樂街,單 139號以下
10347,臺北市,大同區,民樂街,單 141號以上
10344,臺北市,大同區,民樂街,雙  78號以下
10347,臺北市,大同區,民樂街,雙  80號以上
10365,臺北市,大同區,民權西路,單  83號至  97號
10361,臺北市,大同區,民權西路,單  99號至 221號
10357,臺北市,大同區,民權西路,單 223號至 237之   1號
10376,臺北市,大同區,民權西路,單 239號以上
10365,臺北市,大同區,民權西路,雙  72號至 100號
10361,臺北市,大同區,民權西路,雙 102號至 180號
10359,臺北市,大同區,民權西路,　 182號
10361,臺北市,大同區,民權西路,　 184巷全
10359,臺北市,大同區,民權西路,雙 186號至 218號
10357,臺北市,大同區,民權西路,雙 220號至 282號
10348,臺北市,大同區,民權西路,雙 284號至 334號
10344,臺北市,大同區,永昌街,全
10346,臺北市,大同區,甘州街,全
10345,臺北市,大同區,甘谷街,　   1號
10343,臺北市,大同區,甘谷街,連   2號以上
10357,臺北市,大同區,伊寧街,單  59號以下
10376,臺北市,大同區,伊寧街,單  61號以上
10358,臺北市,大同區,伊寧街,雙  46之   6號以下
10376,臺北市,大同區,伊寧街,雙  46之   7號以上
10347,臺北市,大同區,安西街,單  47號以下
10348,臺北市,大同區,安西街,單  49號以上
10347,臺北市,大同區,安西街,雙  90號以下
10348,臺北市,大同區,安西街,雙  92號以上
10341,臺北市,大同區,西寧北路,單   5號以下
10343,臺北市,大同區,西寧北路,單   7號至  33號
10342,臺北市,大同區,西寧北路,單  35號以上
10341,臺北市,大同區,西寧北路,雙  48號以下
10343,臺北市,大同區,西寧北路,雙  50號至  66號
10342,臺北市,大同區,西寧北路,雙  68號以上
10352,臺北市,大同區,赤峰街,單  39號以下
10353,臺北市,大同區,赤峰街,單  41號以上
10352,臺北市,大同區,赤峰街,雙  10號以下
10353,臺北市,大同區,赤峰街,雙  12號以上
10341,臺北市,大同區,延平北路１段,全
10346,臺北市,大同區,延平北路２段,單 237號以下
10348,臺北市,大同區,延平北路２段,單 239號以上
10344,臺北市,大同區,延平北路２段,雙 172號以下
10348,臺北市,大同區,延平北路２段,雙 174號以上
